post,normalized claim
"“Der kenianische Läufer Abel Mutai war nur wenige Meter vom Ziel entfernt, war aber mit den Schildern verwechselt und hielt an und dachte, er hätte das Rennen beendet. Der spanische BA-Mann, Ivan Fernandez, war direkt hinter ihm und hat erkannt, was los war, angefangen, den Kenianer zu schreien, um weiter zu laufen. Mutai kannte kein Spanisch und verstand es nicht.

Als Fernandez bemerkte, was los war, trieb Fernandez Mutai zum Sieg.

Ein Reporter fragte Ivan: ′′ Warum hast du das getan?"" Ivan antwortete: ′′ Mein Traum ist, dass wir eines Tages eine Art Gemeinschaftsleben haben können, in dem wir uns und andere dazu drängen, zu gewinnen.""

Der Reporter bestand darauf, ′′ Aber warum hast du den Kenianer gewinnen lassen?"" Ivan antwortete: ′′ Ich habe ihn nicht gewinnen lassen, er wollte gewinnen. Das Rennen war seins.""

Der Reporter bestand darauf und fragte erneut: ′′ Aber du hättest gewinnen können!"" Ivan schaute ihn an und antwortete: ′′ Aber was wäre der Verdienst meines Sieges? Was wäre die Ehre dieser Medaille? Was würde meine Mutter davon halten?"" Die Werte werden von Generation zu Generation übertragen. Welche Werte bringen wir unseren Kindern bei und wie viel inspirierst du andere zum Verdienen? Die meisten von uns nutzen die Schwächen der Menschen aus, anstatt sie zu stärken.”
😍🙌🏻
Übersetzt mit Google-Maschine……sorry 😉 “Der kenianische Läufer Abel Mutai war nur wenige Meter vom Ziel entfernt, war aber mit den Schildern verwechselt und hielt an und dachte, er hätte das Rennen beendet. Der spanische BA-Mann, Ivan Fernandez, war direkt hinter ihm und hat erkannt, was los war, angefangen, den Kenianer zu schreien, um weiter zu laufen. Mutai kannte kein Spanisch und verstand es nicht.

Als Fernandez bemerkte, was los war, trieb Fernandez Mutai zum Sieg.

Ein Reporter fragte Ivan: ′′ Warum hast du das getan?"" Ivan antwortete: ′′ Mein Traum ist, dass wir eines Tages eine Art Gemeinschaftsleben haben können, in dem wir uns und andere dazu drängen, zu gewinnen.""

Der Reporter bestand darauf, ′′ Aber warum hast du den Kenianer gewinnen lassen?"" Ivan antwortete: ′′ Ich habe ihn nicht gewinnen lassen, er wollte gewinnen. Das Rennen war seins.""

Der Reporter bestand darauf und fragte erneut: ′′ Aber du hättest gewinnen können!"" Ivan schaute ihn an und antwortete: ′′ Aber was wäre der Verdienst meines Sieges? Was wäre die Ehre dieser Medaille? Was würde meine Mutter davon halten?"" Die Werte werden von Generation zu Generation übertragen. Welche Werte bringen wir unseren Kindern bei und wie viel inspirierst du andere zum Verdienen? Die meisten von uns nutzen die Schwächen der Menschen aus, anstatt sie zu stärken.”
😍🙌🏻
Übersetzt mit Google-Maschine……sorry 😉 “Der kenianische Läufer Abel Mutai war nur wenige Meter vom Ziel entfernt, war aber mit den Schildern verwechselt und hielt an und dachte, er hätte das Rennen beendet. Der spanische BA-Mann, Ivan Fernandez, war direkt hinter ihm und hat erkannt, was los war, angefangen, den Kenianer zu schreien, um weiter zu laufen. Mutai kannte kein Spanisch und verstand es nicht.

Als Fernandez bemerkte, was los war, trieb Fernandez Mutai zum Sieg.

Ein Reporter fragte Ivan: ′′ Warum hast du das getan?"" Ivan antwortete: ′′ Mein Traum ist, dass wir eines Tages eine Art Gemeinschaftsleben haben können, in dem wir uns und andere dazu drängen, zu gewinnen.""

Der Reporter bestand darauf, ′′ Aber warum hast du den Kenianer gewinnen lassen?"" Ivan antwortete: ′′ Ich habe ihn nicht gewinnen lassen, er wollte gewinnen. Das Rennen war seins.""

Der Reporter bestand darauf und fragte erneut: ′′ Aber du hättest gewinnen können!"" Ivan schaute ihn an und antwortete: ′′ Aber was wäre der Verdienst meines Sieges? Was wäre die Ehre dieser Medaille? Was würde meine Mutter davon halten?"" Die Werte werden von Generation zu Generation übertragen. Welche Werte bringen wir unseren Kindern bei und wie viel inspirierst du andere zum Verdienen? Die meisten von uns nutzen die Schwächen der Menschen aus, anstatt sie zu stärken.”
😍🙌🏻
Übersetzt mit Google-Maschine……sorry 😉 None",Dieses Szene zeigt die Läufer Abel Mutai und Iván Fernández.
"SENSATIONELL 🤣🤣🤣👍
#StecktEuchEinfachAllesInDenArsch
Es ist egal wer oder was die #Musik abgespielt hat. Ob es der liebe #Gott oder sonstwer war.
Ihr Fucktenchecker seid irrelevant. 
Das #Video zeigt eigenständig denkende und handelnde #Menschen mit #Herz und #Verstand. 
Nur das zählt 😇❤
Steckt Euch den FAKTENCHECK ebenfalls in den Arsch ❤
Das macht die #Revolution nicht ungeschehen oder ungesehen ❤ SENSATIONELL 🤣🤣🤣👍
#StecktEuchEinfachAllesInDenArsch
Es ist egal wer oder was die #Musik abgespielt hat. Ob es der liebe #Gott oder sonstwer war.
Ihr Fucktenchecker seid irrelevant. 
Das #Video zeigt eigenständig denkende und handelnde #Menschen mit #Herz und #Verstand. 
Nur das zählt 😇❤
Steckt Euch den FAKTENCHECK ebenfalls in den Arsch ❤
Das macht die #Revolution nicht ungeschehen oder ungesehen ❤ SENSATIONELL 🤣🤣🤣👍
#StecktEuchEinfachAllesInDenArsch
Es ist egal wer oder was die #Musik abgespielt hat. Ob es der liebe #Gott oder sonstwer war.
Ihr Fucktenchecker seid irrelevant. 
Das #Video zeigt eigenständig denkende und handelnde #Menschen mit #Herz und #Verstand. 
Nur das zählt 😇❤
Steckt Euch den FAKTENCHECK ebenfalls in den Arsch ❤
Das macht die #Revolution nicht ungeschehen oder ungesehen ❤ None",Ein Kassler Einkaufszentrum unterstützte eine Corona-Demonstration mit Lautsprecherdurchsagen.
"Omikron-Fälle in Deutschland
Ungeimpft
4%
Vollständig
geimpft +
Auffrischimpfung
27%
Vollständig
geimpft
69%
Vollständig geimpft
Vollständig geimpft +
Auffrischimpfung
Ungeimpft
Daten-Quelle: RKI-Wochenbericht vom 30.12.2021
(rki.de), Omikron-(Verdachts-)Fälle mit Angabezum
Impfstatus im Zeitraum 21.11.21-27.12.21.
Grafik Mario Brüggen","Im RKI-Wochenbericht vom 30. Dezember stehe, dass 4.020 von 4.206 Omikron-Fällen, bei denen der Impfstatus bekannt ist, vollständig geimpft seien (rund 95,6 Prozent). Nur 186 seien ungeimpft (rund 4,4 Prozent)."
"Moral bzw. ihr Fehlen. Keiner macht das böswillig, aber alle machen mit... Moral bzw. ihr Fehlen. Keiner macht das böswillig, aber alle machen mit... Moral bzw. ihr Fehlen. Keiner macht das böswillig, aber alle machen mit... ,,Eine Mitarbeiterin
aus einem Altenheim in
Überlingen erzählt: ""es gibt in dem Heim 20
Senioren, die in Quarantäne leben. davon sind 18
infiziert. Alle 20 werden täglich getestet. jedes mal
gibt es 18 positive Fälle, die gezählt und gemeldet
werden... Macht innerhalb einer Woche 140 Tests
mit 126 positiven Meldungen. Tatsächlich sind es
nur 18.... Auf die Frage, wieso das gemacht wird,
heisst es nur: auf Anweisung.""
wwwww","Corona-Infizierte werden mehrfach gezählt, um die Fallzahlen zu erhöhen"
Graphenoxid in spanischem Trinkwasser Graphenoxid in spanischem Trinkwasser Graphenoxid in spanischem Trinkwasser None,Trinkwasser in Spanien enthält Graphenoxid.
"Wieder 500 Millionen für die Ukraine. Seit Kriegsbeginn 22 Milliarden allein von Deutschland.
Und hier hungern die Rentner! Wieder 500 Millionen für die Ukraine. Seit Kriegsbeginn 22 Milliarden allein von Deutschland.
Und hier hungern die Rentner! Wieder 500 Millionen für die Ukraine. Seit Kriegsbeginn 22 Milliarden allein von Deutschland.
Und hier hungern die Rentner! None",Deutschland zahlte der Ukraine seit Kriegsbeginn 22 Milliarden Euro
Täter war wohl vermutlich Rainer Winklarson laut vielen Meldungen Täter war wohl vermutlich Rainer Winklarson laut vielen Meldungen Täter war wohl vermutlich Rainer Winklarson laut vielen Meldungen None,Der mutmaßliche Täter von Kongsberg heißt Rainer Winklarson.
"ACHTUNG - Johns Hopkins University bestätigt: Impfverweigerer können mittels PCR-Test geimpft werden!

„Inspiriert von einem parasitären Wurm, der seine scharfen Zähne in den Darm seines Wirts gräbt, haben Johns Hopkins-Forscher winzige, sternförmige Mikrogeräte entwickelt, die sich an der Darmschleimhaut festsetzen und Medikamente in den Körper abgeben können.“

TELEGRAM ZENSIERT NICHT - HIER ABONNIEREN:
👉 https://t.me/LegitimNews ACHTUNG - Johns Hopkins University bestätigt: Impfverweigerer können mittels PCR-Test geimpft werden!

„Inspiriert von einem parasitären Wurm, der seine scharfen Zähne in den Darm seines Wirts gräbt, haben Johns Hopkins-Forscher winzige, sternförmige Mikrogeräte entwickelt, die sich an der Darmschleimhaut festsetzen und Medikamente in den Körper abgeben können.“

TELEGRAM ZENSIERT NICHT - HIER ABONNIEREN:
👉 https://t.me/LegitimNews ACHTUNG - Johns Hopkins University bestätigt: Impfverweigerer können mittels PCR-Test geimpft werden!

„Inspiriert von einem parasitären Wurm, der seine scharfen Zähne in den Darm seines Wirts gräbt, haben Johns Hopkins-Forscher winzige, sternförmige Mikrogeräte entwickelt, die sich an der Darmschleimhaut festsetzen und Medikamente in den Körper abgeben können.“

TELEGRAM ZENSIERT NICHT - HIER ABONNIEREN:
👉 https://t.me/LegitimNews None","Im Zusammenhang mit Impfungen gegen Covid-19 kursieren eine Menge Gerüchte und Verschwörungsmythen. In einem Facebook-Post (archivierte Version) wird beispielsweise behauptet, dass die Johns-Hopkins-Universität bestätigt habe, sogenannte Impfverweigerer mittels PCR-Test impfen zu können. Laut Post sollen «winzige, sternförmige Mikrogeräte» entwickelt worden seien, «die sich an der Darmschleimhaut festsetzen und Medikamente in den Körper abgeben». Im verlinkten Artikel wird wiederum auf eine Veröffentlichung der Johns-Hopkins-Universität verwiesen, die die Behauptung unterstützen soll."
"Inuit: Es gibt keinen Klimawandel, sondern die Erde ist leicht gekippt ‼

Die Inuit-Ältesten haben bereits im Dezember 2014 Alarm geschlagen. Die Erde sei in ihrer Position „verrutscht“ und der Himmel habe sich geändert. Das sei überhaupt nicht beachtet worden. Es sollen sich aber Berichte mehren, dass diese Warnung ernst zu nehmen sein soll. 

Es gehe, so die Ältestenräte der Inuit, überhaupt nicht um einen menschengemachten Klimawandel, sondern darum, dass die Erdachse leicht gekippt sei, denn auch der Himmel habe sich verändert.

Weiter lesen: https://www.allversum.com/inuit-es-gibt-keinen-klimawandel-sondern-die-erde-ist-leicht-gekippt/ Inuit: Es gibt keinen Klimawandel, sondern die Erde ist leicht gekippt ‼

Die Inuit-Ältesten haben bereits im Dezember 2014 Alarm geschlagen. Die Erde sei in ihrer Position „verrutscht“ und der Himmel habe sich geändert. Das sei überhaupt nicht beachtet worden. Es sollen sich aber Berichte mehren, dass diese Warnung ernst zu nehmen sein soll. 

Es gehe, so die Ältestenräte der Inuit, überhaupt nicht um einen menschengemachten Klimawandel, sondern darum, dass die Erdachse leicht gekippt sei, denn auch der Himmel habe sich verändert.

Weiter lesen: https://www.allversum.com/inuit-es-gibt-keinen-klimawandel-sondern-die-erde-ist-leicht-gekippt/ Inuit: Es gibt keinen Klimawandel, sondern die Erde ist leicht gekippt ‼

Die Inuit-Ältesten haben bereits im Dezember 2014 Alarm geschlagen. Die Erde sei in ihrer Position „verrutscht“ und der Himmel habe sich geändert. Das sei überhaupt nicht beachtet worden. Es sollen sich aber Berichte mehren, dass diese Warnung ernst zu nehmen sein soll. 

Es gehe, so die Ältestenräte der Inuit, überhaupt nicht um einen menschengemachten Klimawandel, sondern darum, dass die Erdachse leicht gekippt sei, denn auch der Himmel habe sich verändert.

Weiter lesen: https://www.allversum.com/inuit-es-gibt-keinen-klimawandel-sondern-die-erde-ist-leicht-gekippt/ None","Es gibt keinen Klimawandel, die Erde ist nur gekippt."
"Die #Bundeskanzlerin hielt es zu #ostern nicht für nötig Grüße an die Christen in Deutschland zu richten.

Und da sage noch einer, eine #Islamisierung finde nicht statt.

Frau #Merkel, treten Sie endlich zurück. Die #Bundeskanzlerin hielt es zu #ostern nicht für nötig Grüße an die Christen in Deutschland zu richten.

Und da sage noch einer, eine #Islamisierung finde nicht statt.

Frau #Merkel, treten Sie endlich zurück. Die #Bundeskanzlerin hielt es zu #ostern nicht für nötig Grüße an die Christen in Deutschland zu richten.

Und da sage noch einer, eine #Islamisierung finde nicht statt.

Frau #Merkel, treten Sie endlich zurück. bundeskanzlerin
Liebe Musliminnen und Muslime,
zu Beginn des Fastenmonats Ramadan
grüße ich Sie herzlich!
Ich wünsche Ihnen und Ihren Familien
eine gesegnete Zeit der inneren Einkehr
und des Zusammenhalts!
Bundeskanzlerin Angela Merkel
:
Foto: pa picture alliance",Bundeskanzlerin Angela Merkel sendete Ramadan aber keinen Ostergruß
"Für die ZUKUNFT der Kinder und Enkelkinder.
Dr. med. Thomas Binder
Facharzt für Kardiologie und Allgmeine Innere Medizin.
https://www.doktor.ch/arzt/binder-thomas-wettingen-5430-arzt.html Für die ZUKUNFT der Kinder und Enkelkinder.
Dr. med. Thomas Binder
Facharzt für Kardiologie und Allgmeine Innere Medizin.
https://www.doktor.ch/arzt/binder-thomas-wettingen-5430-arzt.html Für die ZUKUNFT der Kinder und Enkelkinder.
Dr. med. Thomas Binder
Facharzt für Kardiologie und Allgmeine Innere Medizin.
https://www.doktor.ch/arzt/binder-thomas-wettingen-5430-arzt.html None",Die Epidemie ist Fake
"Nein zur Booster Impfung
https://report24.news/fda-sitzung-nein-zu-booster-impfung-impfstoff-toetet-mehr-menschen-als-er-rettet/ Nein zur Booster Impfung
https://report24.news/fda-sitzung-nein-zu-booster-impfung-impfstoff-toetet-mehr-menschen-als-er-rettet/ Nein zur Booster Impfung
https://report24.news/fda-sitzung-nein-zu-booster-impfung-impfstoff-toetet-mehr-menschen-als-er-rettet/ None",Covid-19-Impfungen töten mehr Menschen als sie retten
"07380
Minder
W
Sonntag.
Skandal in Dunkeldeutschland: Der Bürgermeister einer sächsischen
Kleinstadt ließ tonnenschwere Merkelstatuen (""Moller"") zum Schutz
des Weihnachtsmarktes aufstellen. Damit will er die Bürger daran
erinnen, wem sie die bedrohliche Sicherheitslage zu verdanken
haben.",Ein Bürgermeister stellte Merkel-Poller zum Schutz eines Weihnachtsmarktes auf.
"Die Polizei in Turin, Italien, nahm ihre Helme und Schilde ab und ließ sie auf dem Boden liegen, in Sympathie mit den Demonstranten. Die Polizei in Turin, Italien, nahm ihre Helme und Schilde ab und ließ sie auf dem Boden liegen, in Sympathie mit den Demonstranten. Die Polizei in Turin, Italien, nahm ihre Helme und Schilde ab und ließ sie auf dem Boden liegen, in Sympathie mit den Demonstranten. None","Diese Aufnahme zeigt, wie sich die Turiner Polizei mit Demonstrierenden solidarisiert."
"Ja genau 🙄 Ja genau 🙄 Ja genau 🙄 Es ist nur eine Frage
von Zeit, bis
Telegram, VK.com
und GETTR aus dem
deutschen Internet
verschwinden, damit
der Staat wieder die
Vormachtstellung
bei Verteilung der
Meinungsfreiheit
inne hat.
Christine Lambrecht, SPD
Bundesjustizministerin
Quelle: Redaktionsnetzwerk Deutschland","Christine Lambrecht habe gesagt: „Es ist nur eine Frage von Zeit, bis Telegram, VK.com und Gettr aus dem deutschen Internet verschwinden, damit der Staat wieder die Vormachtstellung bei Verteilung der Meinungsfreiheit inne hat.“"
"I cha die welt vo tag zu tag weniger erträge....😤🤮🥺 I cha die welt vo tag zu tag weniger erträge....😤🤮🥺 I cha die welt vo tag zu tag weniger erträge....😤🤮🥺 Konstanze Herzog
2 Tag(e) . ✔
Kreis Segeberg:
„Auf unserer Intensivstation sind gestern
innerhalb von 24h 14 ,,frische"" Fälle verstorben,
Altersbereich 17 bis 88 Jahre. Alle wurden kurz
nach der zweiten Impfung mit schwersten
Komplikationen eingeliefert. Die häufigsten
Einweisungsdiagnosen sind
Lungenarterienembolien und
Sinusvenenthrombosen.
Trotz sofortiger
Not-OP versterben 90 bis 95% innerhalb 1
Woche; manche halten nicht mal 1 Tag durch.
Da alle diese Todesfälle innerhalb der 14
Tage-Frist nach Impfung auftraten, werden sie
nach Maßgabe des RKI/PEI als ,,ungeimpft""
gewertet und gehen als COVID-Tote in die
Statistik ein- nicht jedoch als
Impfkomplikationen!Das geht jetzt seit
Monaten so. Echte Fälle von COVID-19 haben
wir übrigens längst keine mehr. So kann man
das Märchen von der „Pandemie der
Ungeimpften"" natürlich beliebig lange
aufrechterhalten.""",14 Todesfälle in 24 Stunden auf einer Intensivstation
"Der Gesundheitskasper hat gesprochen...herrlich 😂😂😂😂 Der Gesundheitskasper hat gesprochen...herrlich 😂😂😂😂 Der Gesundheitskasper hat gesprochen...herrlich 😂😂😂😂 Prof. Karl Lauterbach
@Karl Lauterbach
Es ist ein Akt der politischen
Solidarität, die Masken- und
Abstandspflicht bei
Demonstrationen gegen Russland
und Putin aufzuheben. Auch
Impfgegner dürfen ausnahmsweise
dieses Privileg genießen, wenn sie
sich für die richtige Seite beim
Ukrainekonflikt entscheiden",Lauterbach sprach sich für lockerere Corona-Maßnahmen bei Ukraine-Demos aus.
"Langfristiger Gebrauch von Masken kann zu Lungenkrebs im fortgeschrittenen Stadium beitragen, sagt eine Studie Bei der Analyse der Lungenmikroben von 83 unbehandelten Lungenkrebs-Patienten wurden Kolonien entdeckt, die «möglicherweise» durch längeres Tragen einer Maske kultiviert wurden LinkedIn Veröffentlicht am 5. Februar 2021 von Red. Gemäss einer aktuellen, in der Zeitschrift Cancer Discovery publizierten Studie kann das Einatmen von schädlichen Mikroben zu Lungenkrebs im fortgeschrittenen Stadium bei Erwachsenen beitragen. Mikrobiologen sind sich einig, dass häufiges Maskentragen eine feuchte Umgebung schafft, in der sich der Mikroben vermehren und dann in die Lunge gelangen können. Diese Mikroben wandern durch die Bronchien in die Alveolen, kleine, mit Blutgefässen bedeckte Luftsäcke.      «Die Lunge galt lange Zeit als steril, aber wir wissen jetzt, dass Mikroben, die sich normalerweise im Mund befinden häufig durch unbewusstes Aspirieren in die Lunge gelangen.»     Leopoldo Segal, Studienautor und Direktor des Lung Microbiome Program und ausserordentlicher Professor für Medizin an der New York University Grossman School of Medicine  Laut der Studie verursachen diese Mikroben nach dem Eindringen in die Lunge eine entzündliche Reaktion in Proteinen, die als Zytokin IL-17 bekannt sind.       «Angesichts der bekannten Auswirkungen von IL-17 und Entzündungen auf Lungenkrebs, waren wir daran interessiert, zu bestimmen, ob die Anreicherung von oralen Kommensalen in der Lunge eine IL-17-artige Entzündung hervorrufen und den Fortschritt und die Prognose von Lungenkrebs beeinflussen kann», sagte Segal. (Ein Kommensale ist - im Gegensatz zum Parasiten - ein Lebewesen, das sich von den Nahrungsrückständen eines Wirtsorganismus ernährt, ohne ihn zu schädigen. Flexikon) Bei der Analyse der Lungenmikroben von 83 unbehandelten Erwachsenen mit Lungenkrebs entdeckte das Forscherteam, dass Kolonien von Veillonella-, Prevotella- und Streptococcus-Bakterien, die möglicherweise durch längeres Tragen einer Maske kultiviert werden, bei Patienten mit Lungenkrebs im fortgeschrittenen Stadium in grösseren Mengen vorhanden sind als in früheren Stadien. Das Vorhandensein dieser Bakterienkulturen ist auch mit einer geringeren Überlebenschance und einem erhöhten Tumorwachstum verbunden, unabhängig vom Stadium. Langfristiger Gebrauch von Masken kann zu Lungenkrebs im fortgeschrittenen Stadium beitragen, sagt eine Studie Bei der Analyse der Lungenmikroben von 83 unbehandelten Lungenkrebs-Patienten wurden Kolonien entdeckt, die «möglicherweise» durch längeres Tragen einer Maske kultiviert wurden LinkedIn Veröffentlicht am 5. Februar 2021 von Red. Gemäss einer aktuellen, in der Zeitschrift Cancer Discovery publizierten Studie kann das Einatmen von schädlichen Mikroben zu Lungenkrebs im fortgeschrittenen Stadium bei Erwachsenen beitragen. Mikrobiologen sind sich einig, dass häufiges Maskentragen eine feuchte Umgebung schafft, in der sich der Mikroben vermehren und dann in die Lunge gelangen können. Diese Mikroben wandern durch die Bronchien in die Alveolen, kleine, mit Blutgefässen bedeckte Luftsäcke.      «Die Lunge galt lange Zeit als steril, aber wir wissen jetzt, dass Mikroben, die sich normalerweise im Mund befinden häufig durch unbewusstes Aspirieren in die Lunge gelangen.»     Leopoldo Segal, Studienautor und Direktor des Lung Microbiome Program und ausserordentlicher Professor für Medizin an der New York University Grossman School of Medicine  Laut der Studie verursachen diese Mikroben nach dem Eindringen in die Lunge eine entzündliche Reaktion in Proteinen, die als Zytokin IL-17 bekannt sind.       «Angesichts der bekannten Auswirkungen von IL-17 und Entzündungen auf Lungenkrebs, waren wir daran interessiert, zu bestimmen, ob die Anreicherung von oralen Kommensalen in der Lunge eine IL-17-artige Entzündung hervorrufen und den Fortschritt und die Prognose von Lungenkrebs beeinflussen kann», sagte Segal. (Ein Kommensale ist - im Gegensatz zum Parasiten - ein Lebewesen, das sich von den Nahrungsrückständen eines Wirtsorganismus ernährt, ohne ihn zu schädigen. Flexikon) Bei der Analyse der Lungenmikroben von 83 unbehandelten Erwachsenen mit Lungenkrebs entdeckte das Forscherteam, dass Kolonien von Veillonella-, Prevotella- und Streptococcus-Bakterien, die möglicherweise durch längeres Tragen einer Maske kultiviert werden, bei Patienten mit Lungenkrebs im fortgeschrittenen Stadium in grösseren Mengen vorhanden sind als in früheren Stadien. Das Vorhandensein dieser Bakterienkulturen ist auch mit einer geringeren Überlebenschance und einem erhöhten Tumorwachstum verbunden, unabhängig vom Stadium. Langfristiger Gebrauch von Masken kann zu Lungenkrebs im fortgeschrittenen Stadium beitragen, sagt eine Studie Bei der Analyse der Lungenmikroben von 83 unbehandelten Lungenkrebs-Patienten wurden Kolonien entdeckt, die «möglicherweise» durch längeres Tragen einer Maske kultiviert wurden LinkedIn Veröffentlicht am 5. Februar 2021 von Red. Gemäss einer aktuellen, in der Zeitschrift Cancer Discovery publizierten Studie kann das Einatmen von schädlichen Mikroben zu Lungenkrebs im fortgeschrittenen Stadium bei Erwachsenen beitragen. Mikrobiologen sind sich einig, dass häufiges Maskentragen eine feuchte Umgebung schafft, in der sich der Mikroben vermehren und dann in die Lunge gelangen können. Diese Mikroben wandern durch die Bronchien in die Alveolen, kleine, mit Blutgefässen bedeckte Luftsäcke.      «Die Lunge galt lange Zeit als steril, aber wir wissen jetzt, dass Mikroben, die sich normalerweise im Mund befinden häufig durch unbewusstes Aspirieren in die Lunge gelangen.»     Leopoldo Segal, Studienautor und Direktor des Lung Microbiome Program und ausserordentlicher Professor für Medizin an der New York University Grossman School of Medicine  Laut der Studie verursachen diese Mikroben nach dem Eindringen in die Lunge eine entzündliche Reaktion in Proteinen, die als Zytokin IL-17 bekannt sind.       «Angesichts der bekannten Auswirkungen von IL-17 und Entzündungen auf Lungenkrebs, waren wir daran interessiert, zu bestimmen, ob die Anreicherung von oralen Kommensalen in der Lunge eine IL-17-artige Entzündung hervorrufen und den Fortschritt und die Prognose von Lungenkrebs beeinflussen kann», sagte Segal. (Ein Kommensale ist - im Gegensatz zum Parasiten - ein Lebewesen, das sich von den Nahrungsrückständen eines Wirtsorganismus ernährt, ohne ihn zu schädigen. Flexikon) Bei der Analyse der Lungenmikroben von 83 unbehandelten Erwachsenen mit Lungenkrebs entdeckte das Forscherteam, dass Kolonien von Veillonella-, Prevotella- und Streptococcus-Bakterien, die möglicherweise durch längeres Tragen einer Maske kultiviert werden, bei Patienten mit Lungenkrebs im fortgeschrittenen Stadium in grösseren Mengen vorhanden sind als in früheren Stadien. Das Vorhandensein dieser Bakterienkulturen ist auch mit einer geringeren Überlebenschance und einem erhöhten Tumorwachstum verbunden, unabhängig vom Stadium. None",Diese Studie beweist einen möglichen Zusammenhang zwischen Masken und Krebs
