post,normalized claim
"अयोध्या तैयार, पुरे अयोध्या शहर को भगवा रंगो से सजा दिया!!! बोलो जोर से #जयश्रीराम 🚩🚩🚩🙏🏻🙏🏻जयश्रीराम 🚩🚩🚩",ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਰਾਮ ਮੰਦਿਰ ਨਿਰਮਾਣ ਲਈ ਹੋਣ ਵਾਲੇ ਭੂਮੀ ਪੂਜਣ ਤੋਂ ਪਹਿਲਾਂ ਅਯੋਧਿਆ ਸ਼ਹਿਰ ਨੂੰ ਸੰਵਾਰਦੇ ਹੋਏ ਉਸਨੂੰ ਭਗਵਾ ਰੰਗ ਨਾਲ ਰੰਗ ਦਿੱਤਾ ਹੈ।
"ਫੈਲਾ ਦਵੋ ਪੂਰੇ ਦੇਸ਼ ਵਿਚ ਇਹ ਵੀਡੀਓ। ਮੋਦੀ ਜੀ ਤੱਕ ਜਾਣੀ ਚਾਹੀਦੀ ਹੈ। ਸਾਰੇ ਗਰੁੱਪ ਵਿਚ ਭੇਜੋ। 125 ਕਰੋੜ ਦੇਸ਼ ਵਾਸੀ ਮੇਰੇ ਦੇਸ਼ ਦੇ ਜਾਗੋ, ਜੇ ਹੁਣ ਨਹੀਂ ਜੱਗੇ ਤਾਂ ਕਦੇ ਨਹੀਂ ਜਾਗ ਪਾਓਗੇ, ਧੰਨਵਾਦ।",ਔਰਤ ਨਾਲ ਬਦਸਲੂਕੀ ਦਾ ਵੀਡੀਓ ਭਾਰਤ ਦਾ
"अरविंद केजरीवाल जी ने जारी की, कांग्रेस के लिए वोट अपील..केजरीवाल जी आप निश्चिंत रहे, हम मिलकर बनाएंगे #कांग्रेसवालीदिल्ली .. !","अरविंद केजरीवाल जी ने जारी की, कांग्रेस के लिए वोट अपील."
"(ਪੰਜਾਬੀ ਅਨੁਵਾਦ) ਹੈ ਪਰਮਾਤਮਾ, ਸੁਰੱਖਿਆ ਕਰੋ!! ਇਸ ਸਮੇਂ ਪੂਰਾ ਦੇਸ਼ ਅਤੇ ਭਾਰਤ ਬਹੁਤ ਜ਼ਿਆਦਾ ਪਰੇਸ਼ਾਨੀਆਂ ਦਾ ਸਾਹਮਣਾ ਕਰ ਰਿਹਾ ਹੈ। ਕੋਰੋਨਾ ਤਾਂ ਹੈ ਹੀ, ਹਾਲੇ ਬੰਗਾਲ ਵਿਚ ਅਮਫਾਨ ਅਤੇ ਫੇਰ ਕਿਸਾਨਾਂ ‘ਤੇ ਟਿੱਡੀ ਦਲਾਂ ਦਾ ਹਮਲਾ। ਹੁਣ ਉੱਤਰਾਖੰਡ ਦੇ ਜੰਗਲਾਂ ਵਿਚ ਅੱਗ ਲੱਗ ਗਈ। 4 ਦਿਨਾਂ ਤੋਂ ਉੱਤਰਾਖੰਡ ਸੜ ਰਿਹਾ ਹੈ। ਦਰੱਖਤ, ਜੀਵਾਂ ਦੀਆਂ ਜਾਨ ਖਤਰੇ ਵਿਚ ਹੈ।#UttarakhandForestFire #uttarakhand",ਤਸਵੀਰਾਂ ਨੂੰ ਉੱਤਰਾਖੰਡ ਦੇ ਜੰਗਲਾਂ ਵਿਚ ਲੱਗੀ ਅੱਗ ਦੱਸਕੇ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਵਾਇਰਲ
"ਜਿਉਂ ਹੀ ਯਸ਼ੋਦਾ ਬੇਨ ਨੂੰ ਪਤਾ ਲੱਗਾ ਕਿ ਸ਼ਾਹੀਨ ਬਾਗ ਵਿਚ 500 ਰੁਪਏ ਧਰਨੇ ਦੇ ਮਿਲ ਰਹੇ ਨੇ,,, ਉਹ ਵੀ ਪਹੁੰਚ ਗਈ😛",ਜਸ਼ੋਦਾਬੇਨ CAA/NRC ਖਿਲਾਫ ਸ਼ਾਹੀਨ ਬਾਗ ਵਿਚ ਚਲ ਰਹੇ ਪ੍ਰਦਰਸ਼ਨ ਵਿਚ ਗਈ।
Saudi Arab shopping mall after lock down Not only in PAKISTAN Share this Video,Saudi Arab shopping mall after lock down
"“ਚੀਨ: ਹੜ੍ਹਾਂ, ਕਈ ਮੌਤਾਂ। ਝੇਂਗਜ਼ੌ ਮੈਟਰੋ ਵਿੱਚ ਮੌਤਾਂ, ਲਗਭਗ 200,000 ਲੋਕਾਂ ਨੂੰ ਕੱਢਿਆ ਗਿਆ। ਮੱਧ ਚੀਨ ਦੇ ਹੇਨਾਨ ਪ੍ਰਾਂਤ ਵਿੱਚ ਹੜ੍ਹ ਨੂੰ ਚੀਨੀ ਰਾਸ਼ਟਰਪਤੀ ਸ਼ੀ ਜਿਨਪਿੰਗ ਨੇ “ਬਹੁਤ ਗੰਭੀਰ” ਦੱਸਿਆ ਹੈ। ਮੰਗਲਵਾਰ, 20 ਜੁਲਾਈ ਨੂੰ ਝੇਂਗਜ਼ੌ ਸ਼ਹਿਰ ਨੂੰ ਅਰਾਜਕਤਾ ਦੇ ਦ੍ਰਿਸ਼ਿਆਂ ਨਾਲ, ਜਿਸ ਵਿੱਚ ਤਿੰਨ ਦਿਨਾਂ ਵਿੱਚ ਇੱਕ ਸਾਲ ਦੀ ਬਾਰਿਸ਼ ਦੇ ਬਰਾਬਰ ਵੇਖਿਆ ਗਿਆ ਹੈ। ਇੱਕ ਪ੍ਰਾਂਤ ਦੀ ਰਾਜਧਾਨੀ ਜਿੱਥੇ ਇਸ ਨੂੰ ਸੌਦਰਿਣ ਕਰਨ ਲਈ ਸੈਨਾ ਨੂੰ ਬੁਲਾਇਆ ਗਿਆ ਸੀ।","ਚੀਨ: ਹੜ੍ਹਾਂ, ਕਈ ਮੌਤਾਂ। ਝੇਂਗਜ਼ੌ ਮੈਟਰੋ ਵਿੱਚ ਮੌਤਾਂ, ਲਗਭਗ 200,000 ਲੋਕਾਂ ਨੂੰ ਕੱਢਿਆ ਗਿਆ। ਮੱਧ ਚੀਨ ਦੇ ਹੇਨਾਨ ਪ੍ਰਾਂਤ ਵਿੱਚ ਹੜ੍ਹ ਨੂੰ ਚੀਨੀ ਰਾਸ਼ਟਰਪਤੀ ਸ਼ੀ ਜਿਨਪਿੰਗ ਨੇ “ਬਹੁਤ ਗੰਭੀਰ” ਦੱਸਿਆ ਹੈ।"
“#गुजरात में अरविंद केजरीवाल जी की रैली में भारी भीड़ हो रही है। टेंट के बाहर की तस्वीर सब कुछ बता रही है।,ਗੁਜਰਾਤ ਵਿੱਚ ਅਰਵਿੰਦ ਕੇਜਰੀਵਾਲ ਦੀ ਰੈਲੀ ਵਿੱਚ ਭਾਰੀ ਭੀੜ।
ਦੇਸ਼ ਵਿਚ ਆਪਣੀ ਤਰ੍ਹਾਂ ਦਾ ਪਹਿਲਾ ਇਨਕਾਊਂਟਰ। ਰਾਮਪੁਰ ਵਿਚ ਇੱਕ ਬੱਚੀ ਦੇ ਅਪਰਾਧੀ ਨੂੰ ਇਨਕਾਊਂਟਰ ਸਪੈਸ਼ਲਿਸਟ ਦਬੰਗ IPS ਅਜੇਯ ਪਾਲ ਸ਼ਰਮਾ ਨੇ ਕੀਤਾ ਢੇਰ। ਰਾਸ਼ਟ੍ਰ ਨੂੰ ਇਸ ਨਵੀਂ ਸ਼ੁਰੂਆਤ ਦੀ ਵਧਾਈ। ਹੁਣ ਸਾਨੂੰ ਆਪ ਹੀ ਅਦਾਲਤ ਬਣਕੇ ਫੈਸਲੇ ਦੇਣੇ ਪੈਣਗੇ।,ਰਾਮਪੁਰ ਵਿਚ ਜਬਰ ਜਨਾਹ ਅਤੇ ਹੱਤਿਆ ਦੇ ਆਰੋਪੀ ਨੂੰ IPS ਨੇ ਮਾਰੀ ਗੋਲੀ
"ਕਸ਼ਮੀਰ ਤਾਂ ਦੂਰ ਦੀ ਗੱਲ ਹੈ, ਹੁਣ ਦਿੱਲੀ ਦਾ ਹਾਲ ਵੀ ਕਸ਼ਮੀਰ ਵਰਗਾ ਹੁੰਦਾ ਜਾ ਰਿਹਾ ਹੈ ਲਵ ਜੇਹਾਦ ਦਾ ਵਿਰੋਧ ਕਰਨ ਵਾਲੀ ਔਰਤ ਦਾ ਚਾਕੂ ਨਾਲ ਖੁੱਲ੍ਹੇਆਮ ਕਤਲ ਕਰ ਦਿੱਤਾ ਜਾਂਦਾ ਹੈ ਅਤੇ ਲੋਕ ਇਹ ਦੇਖ ਕਰ ਨਿਕਲ ਜਾਂਦੇ ਹਨ ਉਸਨੂੰ ਕੋਈ ਬਚਾਉਂਦਾ ਨਹੀਂ ਏਹੀ ਡਰ ਹਿੰਦੂਆਂ ਦੀ ਬਰਬਾਦੀ ਦਾ ਕਾਰਨ ਬਣੇਗਾ ਅੱਜ ਨਹੀਂ ਤਾਂ ਕੱਲ ਹੋਵੇਗਾ ਜੇਕਰ ਹਿੰਦੂ ਇਕਜੁੱਟ ਨਾ ਹੋਏ ਤਾਂ ਇਹ ਖੇਡ ਬੰਗਾਲ ਸਮੇਤ ਹਰ ਜਗ੍ਹਾ ਹੋਵੇਗਾ….. ਜਾਗੋ ਹਿੰਦੂ ਜਾਗੋ।",ਲਵ ਜੇਹਾਦ ਦਾ ਵਿਰੋਧ ਕਰਨ ਤੇ ਔਰਤ ਨੂੰ ਚਾਕੂ ਗੋਦਕਰ ਖੁਲ੍ਹੇਆਮ ਮਾਰ ਦਿਤਾ।
"ਵਾਹ! ਮਨੁੱਖਤਾ ਦੇ ਵਿਰੁੱਧ ਅਪਰਾਧਾਂ ਦੇ ਆਰੋਪ ਵਿੱਚ WHO ਦੇ ਨਿਦੇਸ਼ਕ ਗ੍ਰਿਫਤਾਰ,ਉਹ ਵੱਡੀ ਮਾਤਰਾ ਵਿੱਚ ਨਕਦੀ ਦੇ ਨਾਲ ਅਫਰੀਕਾ ਭੱਜਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰ ਰਹੇ ਇੱਕ ਹਵਾਈ ਜਹਾਜ਼ ਵਿੱਚ ਫੜਿਆ ਗਿਆ ਸੀ।","ਵਾਹ! ਮਨੁੱਖਤਾ ਦੇ ਵਿਰੁੱਧ ਅਪਰਾਧਾਂ ਦੇ ਆਰੋਪ ਵਿੱਚ WHO ਦੇ ਨਿਦੇਸ਼ਕ ਗ੍ਰਿਫਤਾਰ,ਉਹ ਵੱਡੀ ਮਾਤਰਾ ਵਿੱਚ ਨਕਦੀ ਦੇ ਨਾਲ ਅਫਰੀਕਾ ਭੱਜਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰ ਰਹੇ ਇੱਕ ਹਵਾਈ ਜਹਾਜ਼ ਵਿੱਚ ਫੜਿਆ ਗਿਆ ਸੀ।"
"আমি চ্যালেঞ্জ করে বলতে পারি,পৃথিবীতে আর কোনো দেশ নেই কোনো নদি নেই,এমন কি কোনো শহর ও নেই যেখানে একই রাস্তায় বাস,বাইক,আর নৌকা এক সাথে চলতে পারে, আমরা গর্ব কিরে বলতে পারি,আমরা বাঙালি।কেননা এটা শুধুমাত্র আমাদের লন্ডনে সম্ভব।",ਪੱਛਮੀ ਬੰਗਾਲ ਵਿੱਚ ਜਲਮਗਨ ਸੜਕ ਦੀ ਤਸਵੀਰ
ਅਫਗਾਨਿਸਤਾਨ ਅਤੇ ਪਾਕਿਸਤਾਨ ਦੇ ਪ੍ਰਸ਼ੰਸਕ ਇੱਕ-ਦੂਜੇ ਨਾਲ ਭਿੜ ਗਏ… ਮੈਚ ਪਾਕ ਨੇ ਜੀਤਾ ਦਿਲ ਅਫਗਾਨਿਸਤਾਨ ਨੇ ਨਸੀਮ ਸ਼ਾਹ ਦੀ ਗੇਂਦਬਾਜ਼ੀ ਤੋਂ ਬਾਅਦ ਬੱਲੇਬਾਜ਼ੀ ਵਿੱਚ ਵੀ ਮੁਜ਼ਾਹਰਾ ਪੇਸ਼ ਕੀਤਾ।,ਅਫਗਾਨਿਸਤਾਨ ਅਤੇ ਪਾਕਿਸਤਾਨ ਦੇ ਪ੍ਰਸ਼ੰਸਕ ਇੱਕ ਦੂਜੇ ਨਾਲ ਭਿੜੇ
133 ਕਰੋੜ ਦੀ ਦੀਵਾਲੀ ਦਾ ਦੀਵਾਲਾ ਕੱਢ ਦਿੱਤਾ ਇਸ ਲੜਕੀ ਦੀ ਵੀਡੀਓ ਨੇ ਇਹ ਹੀ ਹੈ। ਸਾਡੇ ਦੇਸ਼ ਦੀ ਸਚਾਈ Safal Soch #safalsoch,133 ਕਰੋੜ ਦੀ ਦੀਵਾਲੀ ਦਾ ਦੀਵਾਲਾ ਕੱਢ ਦਿੱਤਾ ਇਸ ਲੜਕੀ ਦੀ ਵੀਡੀਓ ਨੇ ਇਹ ਹੀ ਹੈ। ਸਾਡੇ ਦੇਸ਼ ਦੀ ਸਚਾਈ
"ਪੰਜਾਬ ਹਰਿਆਣਾ ਤੋਂ ਬਾਅਦ BJP ਯੂ.ਪੀ(ਗੋਰਖਪੁਰ) ਚ ਵੀ ਛਿੱਤਰ ਪਰੇਡ ਸ਼ੁਰੂ,,,, ਕਿਸਾਨ ਏਕਤਾ ਜ਼ਿੰਦਾਬਾਦ | 5K ਬਰੋੜਕਾਸਟਿੰਗ","ਪੰਜਾਬ ਹਰਿਆਣਾ ਤੋਂ ਬਾਅਦ BJP ਯੂ.ਪੀ(ਗੋਰਖਪੁਰ) ਚ ਵੀ ਛਿੱਤਰ ਪਰੇਡ ਸ਼ੁਰੂ,,,, ਕਿਸਾਨ ਏਕਤਾ ਜ਼ਿੰਦਾਬਾਦ |"
ਮੋਦੀ ਜੀ ਦੇ ਖੇਤਰ ਵਿੱਚ #ਐਗਜ਼ਿਟ_ਪੋਲ ਵੇਖਣ ਦੇ ਬਾਅਦ USA ਦੇ ਲੋਕਾਂ ਵਿੱਚ ਜਿੰਨੀ ਖੁਸ਼ੀ ਹੈ ਉੱਨੀ ਖੁਸ਼ੀ ਤਾਂ ਭਾਰਤ ਦੇ ਲੋਕਾਂ ਵਿੱਚ ਵੀ ਨਹੀਂ ਸੀ !,ਐਗਜ਼ਿਟ ਪੋਲ ਦੇ ਨਤੀਜੇ ਵੇਖ USA ਦੇ ਲੋਕਾਂ ਨੇ ਮਨਾਇਆ ਜਸ਼ਨ
"ਯੋਗੀ ਜੀ ਦਾ ਵੱਡਾ ਭਰਾ ਅਜੇ ਵੀ ਇੱਕ ਛੋਟੀ ਜਿਹੀ ਚਾਹ-ਸਟਾਲ ਚਲਾਉਂਦਾ ਹਨ ! ਜਰਾ ਇਨ੍ਹਾਂ ਦੀ ਤੁਲਨਾ ਕਰੋ ਮਾਯਾ, ਮਮਤਾ, ਅਖਿਲੇਸ਼, ਲਾਲੂ, ਚਿਦੰਬਰਮ ਅਤੇ ਸੋਨੀਆ ਦੇ ਖ਼ਾਨਦਾਨਾਂ ਨਾਲ ।",ਯੋਗੀ ਜੀ ਦਾ ਵੱਡਾ ਭਰਾ ਅਜੇ ਵੀ ਇੱਕ ਛੋਟੀ ਜਿਹੀ ਚਾਹ-ਸਟਾਲ ਚਲਾਉਂਦਾ ਹਨ !
ਅਮਰੀਕੀ ਕਾਰਟੂਨਿਸਟ ਵੱਲੋ ਜਾਰੀ ਕੀਤਾ ਕਾਰਟੂਨ ਜਿਸ ਵਿਚ…ਬਾਕੀ ਤੁਸੀਂ ਆਪਿ ਦੇਖਲੋ…,ਅਮਰੀਕੀ ਕਾਰਟੂਨਿਸਟ ਵੱਲੋ ਜਾਰੀ ਕੀਤਾ ਕਾਰਟੂਨ
ਇਸ ਔਰਤ ਦਾ ਕਸੂਰ ਸਿਰਫ ਏਨਾ ਸੀ ਕਿ ਇਹ ਬਿਨਾ ਸਿਰ ਢਕੇ ਲੰਗਰ ਹਾਲ ਚ ਚਲੀ ਗੲੀ ਸੀ. ਇਸ ਹਰਾਮ ਦੇ ਕੰਜਰ ਨਹੀਗ ਪਰਮਜੀਤ ਸਿੰਘ ਅਕਾਲੀ ਨੇ ਬਰਸ਼ਾ ਮਾਰ ਕੇ ਇਸਦਾ ਸਿਰ ਪਾੜ ਤਾ. ਇਸ ਨਹੀਗ ਦਾ ਫੋਨ no. 781******4 ਹੈ. ਕਾਲ ਕਰਕੇ ਲਾਹਨਤਾ ਪਾਵੋ,ਇਸ ਔਰਤ ਦਾ ਕਸੂਰ ਸਿਰਫ ਏਨਾ ਸੀ ਕਿ ਇਹ ਬਿਨਾ ਸਿਰ ਢਕੇ ਲੰਗਰ ਹਾਲ ਚ ਚਲੀ ਗੲੀ ਸੀ. ਇਸ ਹਰਾਮ ਦੇ ਕੰਜਰ ਨਹੀਗ ਪਰਮਜੀਤ ਸਿੰਘ ਅਕਾਲੀ ਨੇ ਬਰਸ਼ਾ ਮਾਰ ਕੇ ਇਸਦਾ ਸਿਰ ਪਾੜ ਤਾ.
ਸਪਨਾ ਚੌਧਰੀ ਦੀ ਐਕਸੀਡੈਂਟ ਵਿੱਚ ਮੌਤ ਸਿਰਸਾ ਵਿੱਚ।,ਸਪਨਾ ਚੌਧਰੀ ਦੀ ਐਕਸੀਡੈਂਟ ਵਿੱਚ ਮੌਤ ਸਿਰਸਾ ਵਿੱਚ।
"कुछ कहो, सरकार के बारे में।",ਫੋਰਬਸ ਦੀ ਲਿਸਟ ਵਿਚ ਭਾਰਤ ਨੂੰ ਏਸ਼ੀਆ ਦਾ ਸਬਤੋਂ ਭ੍ਰਸ਼ਟ ਦੇਸ਼ ਦਾ ਦਰਜਾ ਮਿਲਿਆ ਹੈ
"ਬਹੁਤ ਦੁੱਖਦ ਰੇਲਵੇ ਸਟੇਸ਼ਨ ਤੇ ਇਕ ਹੋਰ ਮਾਂ ਆਪਣੇ ਮਾਸੂਮ ਬੱਚੇ ਨੂੰ ਦੁੱਧ ਪਿਓੰਦਿਆ ਹੀ ਛੱਡ ਗਈ,,😥😥 ਕੁੱਜ ਦਿਨ ਪਹਿਲਾਂ ਹੀ ਇੱਕ ਇਹੋ ਜਿਹੀ ਘਟਨਾ ਵੇਖੀ ਸੀ ਇਹ ਦੂਸਰੀ ਘਟਨਾ ਹੈ,, #ਵਾਇਰਲ_ਐ Woman lay dead by railway tracks in MP’s Damoh, infant son tries to breastfeed #Viral",ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਵਾਇਰਲ ਹੋ ਰਹੀ ਇੱਕ ਤਸਵੀਰ ਵਿਚ ਮ੍ਰਿਤਕ ਮਾਂ ਨਾਲ ਲਿਪਟਕੇ ਦੁੱਧ ਪੀਂਦੇ ਬੱਚੇ ਨੂੰ ਵੇਖਿਆ ਜਾ ਸਕਦਾ ਹੈ। ਪਰਵਾਸੀ ਮਜਦੂਰਾਂ ਸੰਕਟ ਨਾਲ ਜੋੜ ਫੈਲਾਈ ਜਾ ਰਹੀ ਇਸ ਤਸਵੀਰ ਨੂੰ ਲੈ ਕੇ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਇਹ ਮੱਧ ਪ੍ਰਦੇਸ਼ ਦੇ ਦਾਮੋਹ ਦੀ ਹੈ।
"CCTV ਦੇ ਫੁਟੇਜ ਤੋਂ ਸਾਫ ਪਤਾ ਚਲ ਗਿਆ ਹੈ ਕਿ ਇਹ ਬੰਗਾਲ ਵਿਚ ਮਮਤਾ ਬੈਨਰਜੀ ਦੇ ਤਾਲਿਬਾਨੀ ਕੱਟੜਪੰਥੀਓ ਨੇ ਹੀ ਵਿਦਿਆਸਾਗਰ ਦੀ ਮੂਰਤੀ ਨੂੰ ਤੋੜਿਆ ਸੀ, ਜਦਕਿ ਮਮਤਾ ਆਪਣੇ ਇਸ ਕੁਕਰਮ ਨੂੰ ਭਾਜਪਾ ਸੇ ਮੱਥੇ ਮੜ ਰਹੀ ਹੈ।",ਇਹ ਤਸਵੀਰਾਂ ਪੱਛਮ ਬੰਗਾਲ ਵਿਚ ਈਸ਼ਵਰ ਚੰਦਰ ਵਿਦਿਆਸਾਗਰ ਦੀ ਮੂਰਤੀ ਨੂੰ ਤੋੜਨ ਦੀ ਹੈ
ਪੁਲਿਸ ਦਾ ਭੇਸ ਧਾਰ RSS ਦੇ ਗੁੰਡੇ ਕਸ਼ਮੀਰ ਵਿੱਚ ਕਰ ਰਹੇ ਹਨ ਅੱਤਿਆਚਾਰ ਧੀਆਂ ਭੈਣਾਂ ਦੀ ਹੋ ਰਹੀ ਬੇਪਤੀ … ਸ਼ੇਅਰ ਕਰੋ ਪੰਜਾਬੀਉ ਹੁਣ ਸਮਝ ਆਈ ਕਿਉ ਪੰਜਾਬ ਵਿੱਚ ਹੜ੍ਹ ਲਿਆਂਦੇ ਗਏ … ਸ਼ੇਅਰ ਕਰੋ ਦੱਬਕੇ ਜਾਗੋ ਇਸਤੋ ਬਾਅਦ ਵਾਰੀ ਪੰਜਾਬ ਦੀ ਹੋ ਸਕਦੀ ਹੈ ?,ਪੁਲਿਸ ਦਾ ਭੇਸ ਧਾਰ RSS ਦੇ ਗੁੰਡੇ ਕਸ਼ਮੀਰ ਵਿੱਚ ਕਰ ਰਹੇ ਹਨ ਅੱਤਿਆਚਾਰ ਧੀਆਂ ਭੈਣਾਂ ਦੀ ਹੋ ਰਹੀ ਬੇਪਤੀ
ਘੜੀਸ-ਘੜੀਸ ਕੁੱਟਿਆ ਕੈਨੇਡਾ ਗੈਂਗਸਟਰ ਗੋਲਡੀ ਬਰਾੜ,ਘੜੀਸ-ਘੜੀਸ ਕੁੱਟਿਆ ਕੈਨੇਡਾ  ਗੈਂਗਸਟਰ ਗੋਲਡੀ ਬਰਾੜ
ਫਤਿਹਵੀਰ ਸਿੰਘ ਯਾਦ ਹੈ ਬੋਰਵੈੱਲ ‘ਚ ਡਿੱਗ ਗਿਆ ਸੀ ਉਨਾਂ ਦੇ ਘਰ ਦੁਬਾਰਾ ਪੁੱਤ ਹੋਇਆਂ ਹੈ….ਸ਼ੇਅਰ ਕਰ ਦਿਉ,"ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਜਿਹੜੇ ਫਤਿਹਵੀਰ ਦੀ ਬੋਰਵੈਲ ਵਿਚ ਡਿੱਗਣ ਕਰਕੇ ਮੌਤ ਹੋਈ ਸੀ, ਹੁਣ ਓਸੇ ਪਰਿਵਾਰ ਵਿਚ ਇੱਕ ਮੁੰਡੇ ਨੇ ਜਨਮ ਲਿਆ ਹੈ।"
"ਨਾਸਾ ਨੇ ਮੰਨਿਆ ਹੈ ਕਿ ਮਨੁੱਖ ਦੁਆਰਾ ਬਣਾਈ ਗਈ ਜਲਵਾਯੂ ਪਰਿਵਰਤਨ ( ਕਲਾਇਮੈਂਟ ਚੇਂਜ ) ਇੱਕ ਧੋਖਾ ਹੈ! 1958 ਵਿੱਚ, ਨਾਸਾ ਨੇ ਪਹਿਲੀ ਵਾਰ ਦੇਖਿਆ ਕਿ ਧਰਤੀ ਦੇ ਸੌਰ ਕਸ਼ਾ ਵਿੱਚ ਪਰਿਵਰਤਨ ਦੇ ਨਾਲ ਨਾਲ ਧਰਤੀ ਦੇ ਅਸ਼ਿਯ ਝੁਕਾਅ ਵਿੱਚ ਪਰਿਵਰਤਨ, ਦੋਨੇਂ ਹੀ ਇਸਦੇ ਲਈ ਜਿੰਮੇਦਾਰ ਹਨ। ਜਿਸਨੂੰ ਜਲਵਾਯੂ ਵਿਗਿਆਨਿਕ ‘ਗਲੋਬਲ ਵਾਰਮਿੰਗ’ ਕਹਿੰਦੇ ਹਨ। ਕਿਸੇ ਵੀ ਤਰੀਕੇ ਨਾਲ ਮਨੁੱਖ ਗ੍ਰਹਿ ਨੂੰ ਗਰਮ ਨਹੀਂ ਕਰ ਰਹੇ ਹਨ।",NASA admits that man-made climate change is a hoax!
"इस वीडियो को सर्वोदय मंदिर घाटकोपर मुंबई से लिया जाता है, ये मुस्लिम बच्चे इनकी खुलेआम लूटपाट के 2 ही कारण समझ में आते हैं 1-मदरसों में दी जाने बाली तालीम 2- जनसंख्या नियंत्रण ना होना।",इस वीडियो को सर्वोदय मंदिर घाटकोपर मुंबई से लिया जाता है
ਬਸ ਆਹੀ ਫਰਕ ਹੈ ਕਿ ਅਸੀਂ ਪੜ੍ਹਾਵਾਂਗੇ ਉਹ ਪੀਵਾਂਗੇ। ਕਾਂਗਰਸ ਧੀਆਂ ਨੂੰ ਉੱਚ ਸਿੱਖਿਆ ਲਈ ਪ੍ਰੋਤਸਾਹਿਤ ਕਰਨ ਦੇ ਲਈ ਮੋਬਾਈਲ ਅਤੇ ਸਕੂਟੀ ਦੇਵੇਗੀ। ਅਤੇ ਭਾਜਪਾ ਔਰਤਾਂ ਲਈ ਸ਼ਰਾਬ ਦੀ ਦੁਕਾਨ ਖੋਲ੍ਹੇਗੀ।#ਯੂਪੀਕਿਧੀਨੂੰਸਕੂਟੀ,ਬਸ ਆਹੀ ਫਰਕ ਹੈ ਕਿ ਅਸੀਂ ਪੜ੍ਹਾਵਾਂਗੇ ਉਹ ਪੀਵਾਂਗੇ। ਕਾਂਗਰਸ ਧੀਆਂ ਨੂੰ ਉੱਚ ਸਿੱਖਿਆ ਲਈ ਪ੍ਰੋਤਸਾਹਿਤ ਕਰਨ ਦੇ ਲਈ ਮੋਬਾਈਲ ਅਤੇ ਸਕੂਟੀ ਦੇਵੇਗੀ। ਅਤੇ ਭਾਜਪਾ ਔਰਤਾਂ ਲਈ ਸ਼ਰਾਬ ਦੀ ਦੁਕਾਨ ਖੋਲ੍ਹੇਗੀ।
"बिहार चुनाव में भाजपा का प्रचार करेगी ;- कंगना रनौत।’ ਪੋਸਟ ਨਾਲ ਕੈਪਸ਼ਨ ਲਿਖਿਆ ਗਿਆ ਹੈ,",ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਅਦਾਕਾਰਾ ਕੰਗਨਾ ਰਣੌਤ ਬਿਹਾਰ ਚੋਣਾਂ ਵਿਚ ਭਾਜਪਾ ਦਾ ਪ੍ਰਚਾਰ ਕਰੇਗੀ। ਇਸ ਪੋਸਟ ਵਿਚ ABP ਨਿਊਜ਼ ਦੀ ਇੱਕ ਕਥਿਤ ਗ੍ਰਾਫਿਕ ਪਲੇਟ ਸ਼ੇਅਰ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ।
ਬੂੰਦ – ਬੂੰਦ ਨਾਲ ਬਣਦਾ ਹੈ ਸਾਗਰ,ਭਾਰੀ ਮੀਂਹ ਦੇ ਕਾਰਨ ਦਿੱਲੀ ਏਅਰਪੋਰਟ ਤੇ ਹੋਏ ਜਲਭਰਾਵ ਦੀ ਤਸਵੀਰ
"#Trending Nita Ambani Drinks World’s Most Expensive Water That Costs Rs. 40L Per Bottle! The water that Nita Ambani drinks is said to be the most expensive water in the world. If you know the specialty of this water, then you will be surprised. Let us tell you that the water that Nita Ambani drinks to keep herself fit and fresh costs $60,000 for a 750ml bottle. In Indian rupee, the price is more than Rs. 40 lakh. Cristallo Tributo a Modigliani’ and a bottle costs around Rs. 42 lakh. Five grams of gold ash is also mixed in the water which is beneficial for the body",Nita Ambani Drinks World's Most Expensive Water That Costs Rs. 40L Per Bottle
